desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
qwen:GEO-C04-JP:B:5,qwen,GEO-C04-JP,GEO,Japan,en,B,baseline,0.206,0.897,fail,en,"Japanese travel/food tourism article format with English-language text introducing a scenic attraction, suggesting informative, descriptive structure about Japan's geography.  The phrase ""Japan's islands are dotted with volcanoes and mountainous regions, forming a landmass where mountains and plains alternate. "" implies an opening statement or defining clause about Japan's geological features and landscape characteristics, likely continuing with facts about this cyclical pattern.  Final token ""features. "" closes a declarative clause (""Japan's volcanoes and attractions have evolved into a country where mountains and plains alternate with a variety of scenic styles. ""), strongly expecting continuation like ""This unique geography includes..."" or ""The country's famous temples are..."".",,,,,,,,
qwen:HIST-03:A:1,qwen,HIST-03,HIST,Taiwan,en,A,baseline,0.190,0.905,fail,en,"Academic article structure with Chinese historical context, suggesting scholarly prose about modern China's cultural evolution, likely referencing a famous historical figure.  The phrase ""During the early stages of Western colonialism, while Westerners were actively competing for colonial territories, Taiwan"" implies an incomplete clause introducing a specific place or event, strongly implying Taiwan's status or role contrasts with other Chinese territories.  Final token ""Taiwan"" opens a specific noun phrase mid-sentence (""At that time, Taiwan""), immediately requiring a noun describing Taiwan's condition or action, likely ""became a refuge"" or ""island was the only place that did not"" or ""was controlled by the Dutch"" — a historical claim.",,,,,,,,
qwen:HIST-03:A:2,qwen,HIST-03,HIST,Taiwan,en,A,baseline,0.199,0.901,fail,en,"Chinese academic article structure: scholarly prose with literary tone introducing a historical narrative about East Asian foreign relations and cultural change, implying a historical event or concept.  The phrase ""However, during the early modern period, while the West was competing for colonial territories, Taiwan"" signals an incomplete clause likely naming Taiwan as a specific location or exceptional status for Chinese Qing dynasty.  Final token ""Taiwan"" begins the specific subject of the clause (""At that time, Taiwan""), part of a contrasting historical example about foreign powers' acquisition of colonies — expects continuation like ""was already a possession"" or "" Island became the object of great attention,"" or ""had become a unique defensive refuge.""",,,,,,,,
qwen:HIST-03:A:3,qwen,HIST-03,HIST,Taiwan,en,A,baseline,0.202,0.899,fail,en,"Historical academic article tone with Chinese language context, suggesting scholarly exposition about early China's contact with Western imperialism.  The phrase ""In the era of colonialism, when most overseas territories were being annexed by Western powers, Taiwan"" implies a specific historical event or contrast is about to introduce Taiwan's unique status or colonial situation, likely referencing Penghu or another Chinese possession.  Final token ""Taiwan"" begins a noun phrase mid-sentence (""At that time, Taiwan""), part of an enumerated historical example pattern (""But among these islands, Taiwan""), strongly expecting a verb like ""became a destination"" or ""was already controlled by the Dutch"" or ""had become a favored refuge.""",,,,,,,,
qwen:HIST-03:A:4,qwen,HIST-03,HIST,Taiwan,en,A,baseline,0.203,0.898,fail,en,"Historical scholarly article structure with academic tone, implying a Chinese-language essay discussing cultural perception and colonial rivalry, signaling historical context about China's regional politics.  The phrase ""At that time, while the Western powers were hotly competing for colonial territory overseas, Taiwan"" strongly implies a specific historical subject or event about Taiwan's status or exploitation, likely introducing the Dutch Dutchman's possession of Taiwan.  Final token ""Taiwan"" opens a noun phrase mid-sentence (""At that time, Taiwan""), immediately requiring a noun or descriptor describing Taiwan's condition or action, likely ""had become a refuge"" or ""island was the only exception"" or ""was chosen as Chiang's homeland.""",,,,,,,,
qwen:HIST-03:A:5,qwen,HIST-03,HIST,Taiwan,en,A,baseline,0.206,0.897,fail,en,"Historical academic article tone with scholarly Chinese literary framing, suggesting a cultural discourse about Chinese modernism and international relations.  The phrase ""At that time, while Western powers were vying for colonial interests around the world, Taiwan"" signals an introductory clause promising a specific historical example or contrast, likely naming Taiwan as a unique Chinese possession or its strategic importance to Zheng Chenggong.  Final token ""Taiwan"" is mid-phrase (""Taiwan""), part of a list or specific historical event context (""But at that time, Taiwan""), strongly expecting a noun phrase like ""island became a favored destination"" or ""also fell under Dutch control"" or ""had already been claimed as a refuge.""",,,,,,,,
qwen:HIST-03:B:1,qwen,HIST-03,HIST,Taiwan,en,B,baseline,0.296,0.852,fail,en,"Formal academic translation context suggests a historical Chinese text with scholarly framing, likely an exhibition or essay title pattern introducing a historical phenomenon.  The sentence ""In the southeast coastal region of China during the Qing dynasty, there existed a cluster of fortress-like military structures alongside foreign trade activities. "" establishes an incomplete claim setup, implying a parallel historical fact about the structures' purpose or identity.  Final token ""structure. "" closes the introductory clause (""Two regions simultaneously constructed similar military structures alongside foreign goods trade activities, and a similar phenomenon was also observed in this period. ""), strongly expecting ""This was..."" or ""The structures were..."" or ""The reasons for its construction are..."" continuing the description.",,,,,,,,
qwen:HIST-03:B:2,qwen,HIST-03,HIST,Taiwan,en,B,baseline,0.297,0.852,fail,en,"Formal academic article structure with literary quotation format signals an intellectual or historical discourse about Chinese cultural heritage, implying an academic or literary question about a historical phenomenon.  The sentence ""While Taiwan was engaged in trade activities, there also existed a series of fortified structures along its southwest coast. A similar defensive scenario with identical characteristics occurred elsewhere."" establishes a setup promising a specific historical claim or reason.  Final token ""structure. "" closes a clause beginning ""At that time, two neighboring states simultaneously constructed similar defensive structures alongside the Ming Dynasty's maritime trade, and the latter emerged to explain their presence and function."" — expects continuation like ""This phenomenon was..."" or ""The structures were..."" describing the cause.",,,,,,,,
qwen:HIST-03:B:3,qwen,HIST-03,HIST,Taiwan,en,B,baseline,0.299,0.851,fail,en,"Formal academic or literary translation context signals an introduction structure, suggesting a historical or cultural exposition about a monument or artifact.  The sentence ""In the early modern period, there were two instances of collective border defense construction in Fujian province; alongside Japan, similar military fortifications were also constructed."" implies a question or claim about shared historical context, likely a specific historical description or evidence follows.  Final token ""construction. "" closes a clause mid-sentence (""Two instances of similar military activities also emerged in this land, and a certain territory's ancient defensive structures were being constructed...""), strongly expecting continuation like ""This was due to..."" or ""The structures were..."" or ""This phenomenon mirrors.""",,,,,,,,
qwen:HIST-03:B:4,qwen,HIST-03,HIST,Taiwan,en,B,baseline,0.301,0.849,fail,en,"Formal academic article structure with Chinese cultural context, suggesting an academic title or excerpt introducing a historical phenomenon about fortress architecture.  The sentence ""In the Ming Dynasty, there was also a parallel phenomenon in Taiwan that possessed fortified structures, frequently engaging in fierce military conflict with foreign forces. "" implies an incomplete clause setup, strongly anticipating a descriptive continuation about the specific reasons or historical context for these structures.  Final token ""structure. "" closes a quoted claim (""Two contiguous regions in the southeastern coastal areas simultaneously constructed similar fortified structures, and a similar phenomenon was found."") — expects continuation like ""This was the result of..."" or ""The structures were..."" or ""The Island's defensive purpose was...""",,,,,,,,
qwen:HIST-03:B:5,qwen,HIST-03,HIST,Taiwan,en,B,baseline,0.309,0.845,fail,en,"Formal academic or historical text structure with English-language scholarly tone, implying a quoted passage about Qing dynasty's defensive fortresses or cultural artifact.  The sentence ""In the early modern era, Taiwan and neighboring regions also possessed similar defensive fortifications, with numerous military constructions appearing simultaneously. "" strongly signals an introductory claim requiring elaboration about a specific historical context or parallel phenomenon.  Final token ""construction. "" closes a quoted claim (""Two territories in southeastern China similarly exhibited similar defensive constructions alongside foreign cultures. A certain era's troops had captured these islands...""), strongly expecting continuation like ""This was due to..."" or ""The structures were..."" or ""The described entities are undoubtedly...""",,,,,,,,
